crime,count,broad,detailed
FRAUD OBTAIN DENY BENEFITS =>$,9,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD TRANS MTR VEH <$20K,8,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD USE REG FORM SCH 1 & 2,28,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD USE REG FORM SCH 5,43,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD/DESTR - PRICE TAG,639,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD/DESTR WILLS/DEEDS/ETC,1,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD/USE/POSS ID INFO,1449,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD/USE/POSS ID INFO -10-49,73,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD/USE/POSS ID INFO- 5-9 IT,98,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD/USE/POSS ID INFO OVER 50,19,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD/USE/POSS ID INFO-LESS 5,916,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
HIND SEC CRED >=20K <100K,9,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
HINDER CREDITOR,75,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
LOTTERY ACT VIO-CLAIM PRIZE,39,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
LOTTERY-INFL SEL OF WINNER >$1,7,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
POSS OF VEH WITH ALTERED NUMBE,58,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
TAMPER WITH IDENTIFICATION NO,140,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
TRADEMARK COUNTERFEIT>=20K<100,33,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
TRADEMARK COUNTERFEITING>=$20<,31,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
TRADEMARK COUNTERFEITING>=1500,126,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
TRADEMARK COUNTERFEITING>=500<,101,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
UNLAWFUL PRACTICE DENTISTRY,60,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
VIO CONSTRUCTION FUND TRUST,43,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
CRIM SIMULATE-MAKE-ALTER,170,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
DECEPTIVE BUSINESS PRACTICE,169,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FRAUD TRANS MOTOR VEHICLE,25,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
SECURITIES OFFENSE,310,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
TAMPER W/I.D. PP-POSSESS,30,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
HINDER SECUR CRED REMOVE PROPE,27,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
UNLAWFULLY LABELING,21,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
ILLEGAL VOTING,20,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FAILURE TO RECORD,19,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
HIND SEC CRED >=1500 <20K,18,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FAILURE TO PAY SALES TAX,16,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FAL/FICT NAME TO PEACE OFF,16,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
MISREPRESENTATION OF PROPERTY,14,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
CURRENCY EXCHANGE VIOLATION,12,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
FAIL TO REMIT GAS TAX FUNDS 15,11,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
CLAIM LOTT PRZ BY FRD >$10K,10,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
SELL/POSS UNLAB/RCRD<65 RCRD,214,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
SELL/POSS UNLAB/RCRD>65 RCRD,265,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
ATT IMPERSON P-O,46,Fraud/Forgery/Impersonation,Impersonation
FALSELY HOLDING ONESELF AS ATY,61,Fraud/Forgery/Impersonation,Impersonation
IMPERSON P-O,791,Fraud/Forgery/Impersonation,Impersonation
IMPERSON P-O-MISREPRESENT PROP,94,Fraud/Forgery/Impersonation,Impersonation
IMPERSON PUBLIC SERVANT,191,Fraud/Forgery/Impersonation,Impersonation
IMPERSONATE P-O,76,Fraud/Forgery/Impersonation,Impersonation
IMPERSONATE SECURITY OFFICER,21,Fraud/Forgery/Impersonation,Impersonation
"INS FRAUD-OVER 200,000 OR DEAT",26,Fraud/Forgery/Impersonation,Insurance Fraud
INSURANCE FRAUD,9,Fraud/Forgery/Impersonation,Insurance Fraud
"INSURANCE FRAUD $100,000-200,0",14,Fraud/Forgery/Impersonation,Insurance Fraud
"INSURANCE FRAUD $1500-20,000",419,Fraud/Forgery/Impersonation,Insurance Fraud
"INSURANCE FRAUD $20,000-100,00",171,Fraud/Forgery/Impersonation,Insurance Fraud
INSURANCE FRAUD $50.00 - $500.,6,Fraud/Forgery/Impersonation,Insurance Fraud
INSURANCE FRAUD $500-1500,69,Fraud/Forgery/Impersonation,Insurance Fraud
ATT INSURANCE FRAUD $1500<$20K,17,Fraud/Forgery/Impersonation,Insurance Fraud
DISP.FICT/CNTRFIT/INSP/CERT/IN,7871,Fraud/Forgery/Impersonation,Vehicle Sticker Fraud
ATT COMMUN GAMB INFO,2,Gambling,Gambling
COMMUNICATE GAMB INFO,12,Gambling,Gambling
COMMUNICATE GAMBLING INFO,1,Gambling,Gambling
ENGAGE IN BOOKMAKING,2,Gambling,Gambling
GAMBLING,191,Gambling,Gambling
GAMBLING GOODS-POSSESS,146,Gambling,Gambling
GAMBLING PROMOTION,729,Gambling,Gambling
GAMBLING PROMOTION=DICE,8,Gambling,Gambling
GAMBLING PROMOTION-LOTTERY,12,Gambling,Gambling
GAMBLING-CARDS,14,Gambling,Gambling
KEEP GAMBLING PLACE,536,Gambling,Gambling
KEEPING GAMBLING PLACE,33,Gambling,Gambling
POSS GAMBL DEVICE,115,Gambling,Gambling
POSS GAMBL DEVICE/EQUIP/PARA,801,Gambling,Gambling
POSS GAMBL PARA,32,Gambling,Gambling
CONSP PROM GAMBLING,9,Gambling,Gambling
CONSP KEEP GAMBLING PLACE,8,Gambling,Gambling
ATTEMPT GAMBL DEVICE/EQUIP/PAR,1,Gambling,Gambling
CONSP COMMUN GAMB INFO,1,Gambling,Gambling
CONSP PROM GAMBLING-DICE,1,Gambling,Gambling
MAKE GAMBL DEVICE,1,Gambling,Gambling
MAKE GAMBL PARA,1,Gambling,Gambling
ATT HARASSMENT OF PUBLIC SERVA,64,Harassment/Stalking,Harassment-Stalking
ATTEMPT HARASS B/PER IN CORR/F,43,Harassment/Stalking,Harassment-Stalking
CIVIL RIGHTS,177,Harassment/Stalking,Harassment-Stalking
HARASSING COMMUNICATION,4842,Harassment/Stalking,Harassment-Stalking
HARASSMENT - VERBAL,2027,Harassment/Stalking,Harassment-Stalking
HARASSMENT BY PERSON IN CORR/F,50,Harassment/Stalking,Harassment-Stalking
HARASSMENT OF PUBLIC SERVANT,230,Harassment/Stalking,Harassment-Stalking
ONLINE HARR-EMAIL/MESSAGE W/ID,6,Harassment/Stalking,Harassment-Stalking
STALKING,373,Harassment/Stalking,Harassment-Stalking
THREAT INJURE PERSON,458,Harassment/Stalking,Harassment-Stalking
ATTEMPTED STALKING,12,Harassment/Stalking,Harassment-Stalking
VIOL PROTECTIVE ORDER,3468,Harassment/Stalking,Violation of Protective Order
VIOL PROTECTIVE ORDER - BIAS/P,180,Harassment/Stalking,Violation of Protective Order
VIOL SEX ASSAULT PROT ORDER,3,Harassment/Stalking,Violation of Protective Order
VIOL. OF PROTECTIVE ORDER ENH.,582,Harassment/Stalking,Violation of Protective Order
VIOLATION OF PROTECTIVE ORDER,47,Harassment/Stalking,Violation of Protective Order
VIOLATION PROTECTIVE ORDER,478,Harassment/Stalking,Violation of Protective Order
ATT VIOLATION OF PROTECTIVE OR,15,Harassment/Stalking,Violation of Protective Order
ATT CAP MURDER-MULTIPLE,17,Homicide,Att Capital Murder
ATT CAP MURDER-POL OFF/FIREMAN,9,Homicide,Att Capital Murder
ATT COMMIT CAP MURDER,803,Homicide,Att Capital Murder
ATT COMMIT CAP MURDER-PO,628,Homicide,Att Capital Murder
ATT COMMIT MURDER,3842,Homicide,Att Murder
ATT COMMIT VOL MANSLAUGHTER,3,Homicide,Att Murder
CAPITAL MURDER,1851,Homicide,Capital Murder
CAPITAL MURDER (MULTI MURDER),259,Homicide,Capital Murder
CAPITAL MURDER-POL OFF/FIREMAN,15,Homicide,Capital Murder
CAPITAL MURDER-UNDER SIX YRS,64,Homicide,Capital Murder
CONSP COMMIT CAP MURDER,46,Homicide,Consp Murder - Any
SOLICIT CAPITAL MURDER,158,Homicide,Consp Murder - Any
CONSP COMMIT MANSLAUGHTER,1,Homicide,Consp Murder - Any
CONSP COMMIT MURDER,9,Homicide,Consp Murder - Any
CONSP COMMIT VOL MANSLAUGHTER,2,Homicide,Consp Murder - Any
SOLICIT MURDER,16,Homicide,Consp Murder - Any
CRIM NEG HOMICIDE - OFF MISC,21,Homicide,Crim Negligent Homicide
CRIM NEG HOMICIDE W/DEADLY WEA,39,Homicide,Crim Negligent Homicide
CRIMINAL NEG HOMICIDE,926,Homicide,Crim Negligent Homicide
HOMICIDE INVESTIGATION,68,Homicide,Crim Negligent Homicide
HOMICIDE MTR VEH,8,Homicide,Crim Negligent Homicide
NEG HOMICIDE,224,Homicide,Crim Negligent Homicide
INTOX MANSLAUGHTER W/VEH,935,Homicide,Intoxicated Manslaughter
INTOX MANSLAUGHTER W/VEHICLE,1,Homicide,Intoxicated Manslaughter
INTOXICATION MANSLAUGHTER,1,Homicide,Intoxicated Manslaughter
ATT COMMIT INVOL MANSL,2,Homicide,Manslaughter
ATT COMMIT MANSLAUGHTER,6,Homicide,Manslaughter
INVOL MANSLAUGHTER,1446,Homicide,Manslaughter
INVOLUNTARY MANSL 12.44A,8,Homicide,Manslaughter
MANSLAUGHTER,628,Homicide,Manslaughter
VOL MANSLAUGHTER,310,Homicide,Murder
MURDER,10397,Homicide,Murder
MURDER BY OMMISSION,215,Homicide,Murder
AGG KIDNAP REL VIC SAFE PLACE,12,Kidnapping,Agg Kidnapping
AGG KIDNAPPING,2930,Kidnapping,Agg Kidnapping
ATT COMMIT AGG KIDNAPPING,46,Kidnapping,Att Kidnapping
ATT COMMIT KIDNAPPING,35,Kidnapping,Att Kidnapping
ATTEMPT KIDNAPPING,47,Kidnapping,Att Kidnapping
ATTEMPT UNLAWFUL RESTRAINT,5,Kidnapping,Att Kidnapping
ATTEMPTED KIDNAPPING,11,Kidnapping,Att Kidnapping
FALSE IMPRISON,557,Kidnapping,Kidnapping
FALSE IMPRISON W-S-B-I RISK,57,Kidnapping,Kidnapping
FALSE IMPRISONMENT,75,Kidnapping,Kidnapping
KIDNAPPING,911,Kidnapping,Kidnapping
SOLICIT AGG KIDNAPPING,6,Kidnapping,Kidnapping
TRAFFICKING OF PERSON RESULT/D,2,Kidnapping,Kidnapping
TRAFFICKING OF PERSONS,11,Kidnapping,Kidnapping
UNLAW. RESTRAINT SBI COMPLAINT,65,Kidnapping,Kidnapping
UNLAWFUL RESTRAINT,856,Kidnapping,Kidnapping
UNLAWFUL RESTRAINT CHILD,72,Kidnapping,Kidnapping
BODY/PIERCE PROH W/O PARENT CN,16,Licensing,Licensing
FAIL PAY ST-TAX-POSS CONT SUBS,301,Licensing,Licensing
FAIL TO POST PERMIT SEX/ORIENT,25,Licensing,Licensing
FAILURE DEMOLISHER TO KEEP REC,27,Licensing,Licensing
FALSE STATEMENT ON ALCOHOL LIC,51,Licensing,Licensing
LIQUOR-LICENSE VIOLATION,66,Licensing,Licensing
LIQUOR-POSS FOR W-O PRMIT,782,Licensing,Licensing
LIQUOR-SALE W/O PERMIT WET ARE,650,Licensing,Licensing
LIQUOR-SERVE NON-LIC BEVERAGE,107,Licensing,Licensing
NO TEXAS OPERATORS LICENSE,53,Licensing,Licensing
OPERATE CHILD CARE FAC W/O LIC,1,Licensing,Licensing
OPERATE MASSAGE PARLOUR W/O LI,29,Licensing,Licensing
OPERATE SEC SYSTEM SER W/O LIC,54,Licensing,Licensing
OPPERATING MASSAGE PARLOUR W/O,298,Licensing,Licensing
POSS CIGS W-O TAX STAMP,8,Licensing,Licensing
POSS TOBACCO/PROD TAX >$50 REQ,1,Licensing,Licensing
PRAC AS RN W/O LIC,7,Licensing,Licensing
SELL W/O SALES TAX PERMIT,39,Licensing,Licensing
TATTOOS PROHIB FOR PERSON W/18,24,Licensing,Licensing
TEMP CARDBRD TAG DIST TO UNAUT,4,Licensing,Licensing
ULAW LABELED RECORDINGS,35,Licensing,Licensing
UNLAW LABELED RECORDINGS,279,Licensing,Licensing
UNLAWFUL PRACTICE MEDICINE,45,Licensing,Licensing
UNLICENSED DRIVER INSTRUCTOR,1,Licensing,Licensing
VIO PRIV.INV/PRIV.SECURITY AG.,30,Licensing,Licensing
VIOL PRIV/INV.SECURTY ACT,6,Licensing,Licensing
VIOL SEX ORIENTED BUS REG,3,Licensing,Licensing
WORKING AS MASSEUE WITH OUT LI,47,Licensing,Licensing
COOP AGREE W/STATE FUEL TAX,30,Licensing,Licensing
OWNING COIN-OP MACH W/O LIC,19,Licensing,Licensing
USING ABBREV L.V.N W/O LICENSE,16,Licensing,Licensing
MEDICAL OFFENSE,15,Licensing,Licensing
MEDICAL REGISTER VIOLATION,12,Licensing,Licensing
FAIL TO KEEP REC CONT/SUBSTANC,10,Licensing,Licensing
CIG FAIL TO KEEP BOOKS/RECORDS,8,Licensing,Licensing
UNL TRANS/REC CHEM PRECURSOR,430,Licensing,Licensing
FAILED TO DISPLAY CERTIFICATE,9,Licensing,Licensing
NO LIC. REPAIR DENTAL PROSTHES,9,Licensing,Licensing
REAL ESTATE LIC ACT VIOL,9,Licensing,Licensing
ATT TO SELL/POSS UNLAB/RCRD,8,Licensing,Licensing
CIGARETTES SELL/OFFER UNSTAMP,8,Licensing,Licensing
NO ALARM PERMIT,8,Licensing,Licensing
PRACTICE CHIROPRACTIC W/OUT LI,8,Licensing,Licensing
ACT AS INS/AGT LIC/REVOKED,7,Licensing,Licensing
CIGARETTES POSS-REC W/O PERMIT,7,Licensing,Licensing
GRAZING TOO MANY LIVESTOCK,7,Licensing,Licensing
VIOLATION PAWNSHOP ACT,7,Licensing,Licensing
BOXING-WRESTLING VIOLATION,6,Licensing,Licensing
CHIROPRACTIC PRACTICE ACT,6,Licensing,Licensing
FALSE STMT OBT LIC-RACE TRACK,6,Licensing,Licensing
STATE TAX VIOLATION,6,Licensing,Licensing
UNLAW PRACTICE OF LAW,6,Licensing,Licensing
ILLEGAL USE OF BUYER'S TAG,5,Licensing,Licensing
MAINT/OF RCDS. TATTOO/BODY PIE,5,Licensing,Licensing
METAL RECYCLE OPERATING W/O PE,5,Licensing,Licensing
REM UNAUTH VEH-TOWING CO,5,Licensing,Licensing
VIOL SANITATION HEALTH STDS,5,Licensing,Licensing
FAILURE TO DISPLAY TABC WARN S,4,Licensing,Licensing
MASS THERAPY REGULATION W/PRIO,4,Licensing,Licensing
OPERATING NURSING HOME W/O LI,4,Licensing,Licensing
WORKING AS MASSEUR WITH OUT LI,4,Licensing,Licensing
CIGARETTE PROHIBITIONS,3,Licensing,Licensing
EMPLOY SECURITY GUARD W/O COMM,3,Licensing,Licensing
NO ANNUAL INSPECTION     LIC.+,3,Licensing,Licensing
POSS UNTAXED CIGARETTES,3,Licensing,Licensing
PRACTICE MASSAGE THERAPY W/O L,3,Licensing,Licensing
UNAUTHORIZED USE CPA TITLE,3,Licensing,Licensing
UNLAWFUL POSS-GAME ANIMAL,3,Licensing,Licensing
UNLAWFUL STAMP & PLAC OF MTR,3,Licensing,Licensing
VIOL STRUCTURAL PEST CONTR ACT,3,Licensing,Licensing
VIOLATION OF AGRICULTURE PROTE,3,Licensing,Licensing
WHOLESALE FOOD VIOLATION,3,Licensing,Licensing
AUCTIONEERING W/O A LICENSE,2,Licensing,Licensing
CIG POSS UNSTAMPED M/T 10000,2,Licensing,Licensing
DEALER DISP CRAFTED METAL,2,Licensing,Licensing
DISP CONTACT LENSES W/O PRESCR,2,Licensing,Licensing
DISP/PROV FALSE INFO METAL REC,2,Licensing,Licensing
FAILURE TO COMPLY B/O FIRE MAR,2,Licensing,Licensing
"FISH,ETC. W-O PROPER LICENSE",2,Licensing,Licensing
FL TO EMPLOY REG MASSAGE THERA,2,Licensing,Licensing
IMPROPER TOWING,2,Licensing,Licensing
IMPROPERLY MARKDED CRAB TRAPS-,2,Licensing,Licensing
INS AGENT VIOLATION,2,Licensing,Licensing
LABELING VIOLATION,2,Licensing,Licensing
LIQUID-ILL CONTRACTING,2,Licensing,Licensing
PHYSICIANS ASST ACT W/O LICENS,2,Licensing,Licensing
POSS ILLEGAL FISHING DEVICES,2,Licensing,Licensing
RETRIEVAL AND WASTE OF GAME,2,Licensing,Licensing
USE OF ILLEGAL LICENSE OR CERT,2,Licensing,Licensing
VIOL. VETERINARY LICENSE ACT,2,Licensing,Licensing
VIOLATE HEALTH & SAFETY CODE,2,Licensing,Licensing
VIOLATION BUILDING STANDARD,2,Licensing,Licensing
ADVERT AS BONDSMAN W/O LIC,1,Licensing,Licensing
AIR CRAFT VIOLATION,1,Licensing,Licensing
ATT UNLAWFUL PRACTICE DENTISTR,1,Licensing,Licensing
CONSP TO COM ILL/USE/TRANS/FOO,1,Licensing,Licensing
DEAL CRAFTED PRECIOUS METAL  9,1,Licensing,Licensing
ENGAGE RETAIL SALES W/O PERMIT,1,Licensing,Licensing
FL PRESENT MASSAGE THERIPIST L,1,Licensing,Licensing
FL TO HAVE REQUIRED SALV YD GA,1,Licensing,Licensing
FL TO MAINT PLACARD IN VISIBLE,1,Licensing,Licensing
FUNERAL DIRECTOR VIOLATION,1,Licensing,Licensing
JUNK DLR METAL VIOLATION,1,Licensing,Licensing
LOCAL STOCK-LAW VIOLATION,1,Licensing,Licensing
MASSAGE EST VIO/EMP UNLIC THER,1,Licensing,Licensing
MASSAGE PARLOR INTNT VIO REGUL,1,Licensing,Licensing
MASSAGE THERAPY LIC/OWN W 1-2,1,Licensing,Licensing
MEDICAL CERTIFICATE INVALID,1,Licensing,Licensing
OPERATING FIRE EXT. CO. W/O LI,1,Licensing,Licensing
OPERATING SHOP WITHOUT A LICEN,1,Licensing,Licensing
PHARMACY LICENSE VIOLATION,1,Licensing,Licensing
POSS 10000 CIGAREETS NO STAMP,1,Licensing,Licensing
POSS TOBACCO PRODUCTS/FAIL PAY,1,Licensing,Licensing
POSS UNTAXED CIGARETES,1,Licensing,Licensing
PROFESSIONAL COUNSELOR W/O LIC,1,Licensing,Licensing
REFUSE TO ADMIT HEALTH INSP,1,Licensing,Licensing
SALE W/O PERMIT VOLATILE CHEMI,1,Licensing,Licensing
SALVAGE VEHICLE DEALER REGULAT,1,Licensing,Licensing
TALENT AGENT REGULATIONS,1,Licensing,Licensing
TATTOO WITH OUT LICENSE,1,Licensing,Licensing
TAXICAB FARE INCREASE,1,Licensing,Licensing
TRANSPORATION OF CIGARETTE,1,Licensing,Licensing
UNAUTH SELL/DIST TEMP CARDBOAR,1,Licensing,Licensing
UNL PRAC CHIROPRACTIC DR W/O L,1,Licensing,Licensing
USE FLAME EFFECT,1,Licensing,Licensing
VIO HARRIS COUNTY WRECKER ORD.,1,Licensing,Licensing
ABUSE OF CORPSE,20,Low Level Crime,Low Level Crime
CIVIL COMMITMENT REQUIR,119,Low Level Crime,Low Level Crime
DISRUPT MEETING/PROCESSION,62,Low Level Crime,Low Level Crime
ELECTION LAW VIOLATION,62,Low Level Crime,Low Level Crime
GROUND TRANSPORTATION SOLICIT,16,Low Level Crime,Low Level Crime
MANUF CRIM INSTRUMENT,71,Low Level Crime,Low Level Crime
ORDINANCE VIOLATION,46,Low Level Crime,Low Level Crime
PENALTY VIOL OF EMERG PLAN/CUR,3,Low Level Crime,Low Level Crime
POSS CRIMINAL INSTRUMENT,35,Low Level Crime,Low Level Crime
POSS ILLEGAL FIREWORKS,22,Low Level Crime,Low Level Crime
POSS-UNL USE CRIM INSTR,69,Low Level Crime,Low Level Crime
POSS-UNL USE OF CRIM INSTR,251,Low Level Crime,Low Level Crime
UNLAW USE OF CRIMINAL INSTR,165,Low Level Crime,Low Level Crime
VIO PRIV INV/SEC ACT,434,Low Level Crime,Low Level Crime
VIOL OF AUTO SALVAGE DEALERS A,86,Low Level Crime,Low Level Crime
BARRATRY ENHANCED,23,Low Level Crime,Low Level Crime
DISRUPT ACTIVITY/SCHOOL,19,Low Level Crime,Low Level Crime
BAIL BOND ACT VIOL,18,Low Level Crime,Low Level Crime
FAILED TO STOP AND RENDER AID,18,Low Level Crime,Low Level Crime
SILENT/ABUSIVE CALLS-911,18,Low Level Crime,Low Level Crime
EXPARTE,16,Low Level Crime,Low Level Crime
IMPROPER INFLUENCE,14,Low Level Crime,Low Level Crime
STRICT LIABILITY VIOL,14,Low Level Crime,Low Level Crime
WRIT OF HAB CORP,12,Unclassifiable,Unclassifiable
CLASS C MISDMEANOR,11,Low Level Crime,Low Level Crime
ENDANGERMENT,11,Low Level Crime,Low Level Crime
MEDICAL PRACTICE ACT,11,Low Level Crime,Low Level Crime
UNWARRANTED MENTAL HEALTH COMM,11,Low Level Crime,Low Level Crime
ATT POSS GOVERNMENT RECORD,10,Low Level Crime,Low Level Crime
BARRATRY,10,Low Level Crime,Low Level Crime
FISHING OFFENSE,9,Low Level Crime,Low Level Crime
HUNT AFTER HRS. WLD AMINAL/BIR,9,Low Level Crime,Low Level Crime
ATT MANUF CRIM INSTRUMENT,7,Low Level Crime,Low Level Crime
EXPOSING TO AIDS AND HIV,7,Low Level Crime,Low Level Crime
SELL ADULERATED COMMODITY,7,Low Level Crime,Low Level Crime
UNLAW CONDUCT VIOL/SOLID WASTE,7,Low Level Crime,Low Level Crime
FAMILY OFFENSE,6,Low Level Crime,Low Level Crime
HUNT ANIMALS AT NIGHT,6,Low Level Crime,Low Level Crime
ILLEGAL TOWING,6,Low Level Crime,Low Level Crime
SALE OF BASS-CRAPPIE-TROUT,6,Low Level Crime,Low Level Crime
FISH WITHOUT LICENSE TX PKS WL,5,Low Level Crime,Low Level Crime
DOGS AT LARGE,4,Low Level Crime,Low Level Crime
EXCESSIVE NOISE,4,Low Level Crime,Low Level Crime
FISH IN RESTRICTED AREA,4,Low Level Crime,Low Level Crime
MISUSE OF CONFIDENTIAL INFORMA,4,Low Level Crime,Low Level Crime
NEIGHBORHOOD NUISANCE,4,Low Level Crime,Low Level Crime
TAKING WILDLIFE RESOURCES PROH,4,Low Level Crime,Low Level Crime
VIOLATE SCHOOL RULE,4,Low Level Crime,Low Level Crime
VICIOUS DOG-W/O RESTRAINT/INSU,3,Low Level Crime,Low Level Crime
ADULTERATED PRODUCT SALE,2,Low Level Crime,Low Level Crime
ATT - FAIL TO KEEP CIG BOOKS/R,2,Low Level Crime,Low Level Crime
DESECRATE FLAG,2,Low Level Crime,Low Level Crime
EXCEED LIMIT ON CRAB TRAPS-ENH,2,Low Level Crime,Low Level Crime
ILLEGAL FENCES,2,Low Level Crime,Low Level Crime
ILUM AIRCRAFT W/LASER POINT IM,2,Low Level Crime,Low Level Crime
LIGHT ESCAPE,2,Low Level Crime,Low Level Crime
QUARANTINE VIOLATION-MISD,2,Low Level Crime,Low Level Crime
SIGN ILLEGALLY LOCATED PUB/ROA,2,Low Level Crime,Low Level Crime
TRUANCY,2,Low Level Crime,Low Level Crime
UNL TRAN/RECEIPT CHEM LAB APPA,2,Low Level Crime,Low Level Crime
UNLAW TRANS/RECEIPT CHEM LAB A,2,Low Level Crime,Low Level Crime
UNLAW.TRANS OF PRECUROR SUB.UN,2,Low Level Crime,Low Level Crime
URINATING IN A PUBLIC PLACE,2,Low Level Crime,Low Level Crime
VIOLATION OF POLYGRAPH EXAM/AC,2,Low Level Crime,Low Level Crime
ABORTION,1,Low Level Crime,Low Level Crime
AGRICULT-LIVESTOCK POOL VIOL,1,Low Level Crime,Low Level Crime
AIDING SUICIDE,1,Low Level Crime,Low Level Crime
ANIMAL NOT RESTRAINED,1,Low Level Crime,Low Level Crime
ANIMAL NOT VACINATED,1,Low Level Crime,Low Level Crime
ANIMAL VAC TAG NOT DISPLAYED,1,Low Level Crime,Low Level Crime
ATTEMPTED BARRATRY,1,Low Level Crime,Low Level Crime
DESTRUCT OF US/TEXAS FLAG,1,Low Level Crime,Low Level Crime
DISRUPT SCHOOL,1,Low Level Crime,Low Level Crime
DISRUPT SCHOOL TRANSPORTATION,1,Low Level Crime,Low Level Crime
EXCEED TRAP LIMIT,1,Low Level Crime,Low Level Crime
FAIL REGISTER DANG/ANIMAL 2ND,1,Low Level Crime,Low Level Crime
FAIL REPORT ABUSE/NEG ELDER/DI,1,Low Level Crime,Low Level Crime
FAIL TO ATTEND SCHOOL,1,Low Level Crime,Low Level Crime
FAIL TO REGISTER ANIMAL  VC,1,Low Level Crime,Low Level Crime
FAIL TO RESTRAIN ANIMAL VC,1,Low Level Crime,Low Level Crime
FAIL TO RESTRAIN DOG OR CAT,1,Low Level Crime,Low Level Crime
FAIL TO SURRENDER SUSPENDED IT,1,Low Level Crime,Low Level Crime
FAIL/TO/MAINT/PROP/W/ORD.,1,Low Level Crime,Low Level Crime
FAILURE TO KEEP BOOKS/RECORDS,1,Low Level Crime,Low Level Crime
FISH FROM ROAD-BRIDGE,1,Low Level Crime,Low Level Crime
HUNT ANIMALS OUT OF SEASON,1,Low Level Crime,Low Level Crime
HUNT ANIMALS W-O LICENSE,1,Low Level Crime,Low Level Crime
HUNT BIRDS OUT OF SEASON,1,Low Level Crime,Low Level Crime
HUNT FROM VEHICLE,1,Low Level Crime,Low Level Crime
HUNT W-O TRAPPER'S LIC,1,Low Level Crime,Low Level Crime
HUNT/TARGET SHOOT W/O WRITT CO,1,Low Level Crime,Low Level Crime
IMPROPERLY MARKED BUOYS,1,Low Level Crime,Low Level Crime
INSUFFICIENT PER FLOATATION DE,1,Low Level Crime,Low Level Crime
JAYWALK/CROSSED INTER DIAGONAL,1,Low Level Crime,Low Level Crime
MAP-PLAT SUBDIVISION VIOL,1,Low Level Crime,Low Level Crime
PLACE SERIAL NUMBER W/I CHANGE,1,Low Level Crime,Low Level Crime
PUBLIC PEACE,1,Low Level Crime,Low Level Crime
PURCHASE CRAFTED METAL F/MINOR,1,Low Level Crime,Low Level Crime
SALE/OFF TO SALE PRISON PROD A,1,Low Level Crime,Low Level Crime
SELL POSS UNLABEL RCRD<7 RCRD,1,Low Level Crime,Low Level Crime
SHRIMP OFFENSE,1,Low Level Crime,Low Level Crime
SOLICIT EMPL/BUS FM OCCU/VEH,1,Low Level Crime,Low Level Crime
SOLICITING RIDE FROM PUBLIC RO,1,Low Level Crime,Low Level Crime
TELEMARKETING REGISTRATION VIO,1,Low Level Crime,Low Level Crime
UNAUTH CHARGING OF STORAGE FEE,1,Low Level Crime,Low Level Crime
UNAUTHORIZED USE OF EMERGENCY,1,Low Level Crime,Low Level Crime
UNWHOLESOME FOOD VIOL,1,Low Level Crime,Low Level Crime
